MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,NEPTUNE,NEPTUNE PETROCHEMICALS L,       243.40,       241.45,       241.45,       241.45,       241.45,                   241450.00,1000, ,       246.90,       126.30
N,SM,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,        18.70,        19.30,        19.60,        19.30,        19.60,                   469650.00,24000, ,        85.00,        15.15
N,SM,NMSTEEL,NEWMALAYALAM STEEL LTD,        26.90,        27.00,        27.00,        27.00,        27.00,                    43200.00,1600, ,        49.20,        23.35
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,        15.65,        17.45,        17.45,        16.30,        16.80,                   118100.00,7000, ,        25.75,        15.00
N,SM,NIKITA,NIKITA GRENTEC RECYCL LTD,       112.50,       113.50,       113.50,       113.50,       113.50,                   408600.00,3600, ,       156.00,        77.15
N,SM,NIRMAN,NIRMAN AGRI GENTICS LTD,        57.75,        63.45,        63.50,        63.45,        63.50,                 15199155.00,239400, ,       390.35,        46.75
N,SM,OBSCP,OBSC PERFECTION LIMITED,       308.75,       312.60,       314.95,       304.00,       312.80,                  5198740.00,16800, ,       360.00,       144.90
N,SM,OMFURN,OMFURN INDIA LIMITED,        48.30,        47.00,        48.00,        47.00,        47.00,                   510000.00,10800, ,       140.00,        47.00
N,SM,ONDOOR,ON DOOR CONCEPTS LIMITED,       118.50,       118.00,       119.00,       118.00,       119.00,                  1106400.00,9300, ,       276.90,       100.00
N,SM,OLIL,ONECLICK LOGISTICS IND L,       288.00,       286.15,       305.00,       284.00,       304.50,                 12073260.00,40400, ,       355.00,        98.15
N,SM,ONYX,ONYX BIOTEC LIMITED,        37.00,        37.00,        37.00,        37.00,        37.00,                    74000.00,2000, ,        71.00,        28.10
N,SM,OPTIVALUE,OPTIVALUE TEK CONSULT LTD,        79.00,        79.00,        79.00,        79.00,        79.00,                   252800.00,3200, ,       107.55,        67.95
N,SM,ORIANA,ORIANA POWER LIMITED,      2015.55,      2014.80,      2227.00,      1983.00,      2083.95,                342915296.25,161850, ,      3064.00,      1000.00
N,ST,OSELDEVICE,OSEL DEVICES LIMITED,       515.10,       532.00,       532.00,       511.00,       526.60,                  5425070.00,10400, ,       835.00,       186.25
N,SM,OWAIS,OWAIS METAL & MINERAL,       236.50,       241.00,       247.00,       236.90,       240.05,                  2506440.00,10400, ,       832.00,       200.10
N,ST,PSRAJ,P S RAJ STEELS LIMITED,       293.45,       278.80,       290.00,       278.80,       290.00,                   858750.00,3000, ,       318.10,       122.85
N,SM,PARAGON,PARAGON FINE S.C. LTD.,        42.10,        43.00,        45.00,        43.00,        44.95,                  1012020.00,22800, ,        84.00,        34.10
N,SM,PARAMATRIX,PARAMATRIX TECHNOLOGIES L,        75.05,        75.00,        77.00,        75.00,        76.80,                   364560.00,4800, ,       108.95,        63.60
N,SM,PARAMOUNT,PARAMOUNT DYE TEC LIMITED,        42.70,        44.50,        44.50,        44.50,        44.50,                    53400.00,1200, ,        90.00,        36.35
N,SM,PSFL,PARAMOUNT SPECIALI FORG L,        28.00,        27.75,        28.50,        27.75,        28.50,                   168500.00,6000, ,        78.00,        25.10
N,SM,PARIN,PARIN ENTERPRISES LIMITED,       661.30,       604.10,       649.85,       604.10,       649.15,                   962487.50,1500, ,       698.00,       311.65
N,SM,PARTH,PARTH ELEC & ENG LTD,       221.05,       229.00,       239.05,       229.00,       236.55,                  3103220.00,13200, ,       306.40,       169.00
N,SM,PATILAUTOM,PATIL AUTOMATION LIMITED,       137.45,       138.00,       148.00,       136.00,       146.80,                  3821670.00,27000, ,       268.90,       134.00
N,SM,PELATRO,PELATRO LIMITED,       326.50,       320.00,       320.00,       302.40,       306.50,                  1611600.00,5100, ,       461.00,       280.05
N,SZ,PERFECT,PERFECT INFRAENGINEER LTD,         3.10,         3.10,         3.10,         3.10,         3.10,                     9300.00,3000, ,        19.40,         3.10
N,SM,PCCL,PETRO CARBON AND CHEMI L,       225.05,       233.50,       233.50,       220.20,       229.10,                  1095800.00,4800, ,       267.50,       150.00
N,SM,PHANTOMFX,PHANTOM DIGITAL EFF LTD,       203.50,       207.00,       208.95,       198.60,       207.10,                  4937145.00,24300, ,       327.95,       165.00
N,SM,PPSL,PICTUREPOST STUDIOS LTD,         9.05,         9.00,         9.00,         9.00,         9.00,                    27000.00,3000, ,        34.95,         8.80
N,ST,POLYSIL,POLYSIL IRRIGATION SYST L,       212.00,       212.00,       216.05,       202.00,       210.00,                  1878225.00,9000, ,       356.75,        14.25
N,SM,POSITRON,POSITRON ENERGY LIMITED,       181.50,       183.00,       184.00,       182.00,       182.00,                   219600.00,1200, ,       420.00,       163.20
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,       357.25,       352.00,       358.00,       350.05,       350.70,                  4768975.00,13500, ,       367.00,       101.05
N,SM,PRATHAM,PRATHAM EPC PROJECTS LTD,       129.80,       134.60,       140.00,       132.50,       135.65,                   653560.00,4800, ,       216.80,       126.50
N,SM,PRECISION,PRECISION METALIKS LTD,         8.85,         9.20,         9.25,         9.20,         9.25,                   166400.00,18000, ,        39.00,         8.40
N,SM,PRLIND,PREMIER ROADLINES LIMITED,        63.05,        61.20,        62.20,        60.00,        62.20,                   608500.00,10000, ,       120.95,        52.55
N,SM,PREMIUM,PREMIUM PLAST LIMITED,        36.20,        36.50,        37.00,        36.50,        37.00,                   552000.00,15000, ,        44.25,        26.05
N,ST,PRESS-RE,PRESSTONIC ENGINEERING L,         9.40,         5.80,        10.50,         5.65,         8.75,                  1496400.00,232800, ,        10.50,         5.65
N,SM,PRESSTONIC,PRESSTONIC ENGINEERING L,        44.40,        46.00,        53.25,        42.00,        53.20,                 12633400.00,245600, ,       143.00,        36.25
N,SM,PRIMECAB,PRIME CABLE INDUSTRIES L,        86.00,        86.45,        90.00,        85.00,        86.75,                  2633360.00,30400, ,       123.65,        70.70
N,SM,PRIZOR,PRIZOR VIZTECH LIMITED,       273.65,       274.75,       279.35,       274.35,       278.50,                  2766580.00,10000, ,       362.00,       105.10
N,SM,PROFX,PRO FX TECH LIMITED,        64.10,        65.00,        65.00,        65.00,        65.00,                   312000.00,4800, ,       136.90,        56.90
N,SM,PROV,PROVENTUS AGROCOM LIMITED,      1200.00,      1200.00,      1200.00,      1200.00,      1200.00,                   384000.00,320, ,      1584.00,       815.10
N,SM,PURPLEUTED,PURPLE UNITED SALES LTD,       385.80,       385.85,       395.95,       375.45,       392.00,                  2211625.00,5750, ,       587.95,       119.55
N,SM,PURVFLEXI,PURV FLEXIPACK LIMITED,        69.00,        72.45,        72.45,        66.50,        70.00,                   220760.00,3200, ,       155.60,        64.25
N,SM,PUSHPA,PUSHPA JEWELLERS LIMITED,        89.00,        87.00,        90.00,        86.10,        88.85,                  2381950.00,27000, ,       148.75,        85.65
N,SM,QFIL,QUALITY FOILS (INDIA) LTD,        55.65,        58.40,        58.40,        58.40,        58.40,                    58400.00,1000, ,        86.90,        52.50
N,SM,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,        35.80,        36.00,        37.55,        35.00,        37.05,                  1460550.00,40000, ,        74.05,        27.15
N,SM,RILINFRA,RACHANA INFRA LTD,        34.70,        34.55,        34.65,        32.00,        33.50,                  1307920.00,38700, ,        53.90,        25.55
N,SM,RAJPUTANA,RAJPUTANA BIODIESEL LTD,       230.50,       244.95,       244.95,       230.50,       230.50,                  1321575.00,5500, ,       299.95,       173.15
N,SM,RBS,RAMDEVBABA SOLVENT LTD,        87.50,        87.00,        87.00,        85.05,        86.00,                  1027640.00,12000, ,       143.00,        81.00
N,SM,RAPIDFLEET,RAPID FLEET MGT SERVICE L,       180.00,       180.00,       180.00,       177.25,       177.25,                   643110.00,3600, ,       229.00,       171.00
N,SM,RAPPID,RAPPID VALVES (INDIA) LTD,       280.00,       270.00,       270.00,       270.00,       270.00,                   810000.00,3000, ,       384.90,       215.20
N,SM,RBMINFRA,RBM INFRACON LIMITED,       410.30,       420.00,       425.50,       400.00,       411.00,                  6489810.00,15600, ,       524.80,       249.85
N,SM,REMUS,REMUS PHARMACEUTICALS L,       658.00,       657.00,       657.00,       657.00,       657.00,                   591300.00,900, ,      2327.00,       611.05
N,ST,RNPL,RENOL POLYCHEM LIMITED,       145.15,       146.00,       151.50,       141.00,       142.05,                  7541940.00,52800, ,       158.00,        69.00
N,SM,REXPRO,REXPRO ENTERPRISES LTD,        47.70,        51.95,        51.95,        50.85,        50.85,                   154400.00,3000, ,       113.30,        41.60
N,ST,RICHA,RICHA INFO SYSTEMS LTD,        69.25,        68.95,        68.95,        65.80,        68.45,                  3360550.00,49000, ,       102.05,        50.00
N,SM,RNFI,RNFI SERVICES LIMITED,       301.00,       300.00,       310.00,       296.00,       310.00,                  1804800.00,6000, ,       404.00,       205.00
N,ST,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,       224.00,       220.00,       220.00,       212.80,       218.95,                   383200.00,1750, ,       573.00,       160.55
N,SM,ROXHITECH,ROX HI TECH LIMITED,        34.25,        34.25,        34.25,        33.90,        34.25,                   163840.00,4800, ,        76.90,        28.65
N,SM,RULKA,RULKA ELECTRICALS LIMITED,       102.50,       103.00,       103.00,       100.00,       100.00,                   184050.00,1800, ,       213.45,        96.05
N,ST,SATECH,S A TECH SOFTWARE INDIA L,        49.60,        47.60,        49.85,        47.20,        49.85,                   144650.00,3000, ,        90.00,        31.80
N,SM,SDREAMS,S D RETAIL LIMITED,        93.50,        93.55,        99.05,        93.10,        96.00,                  1724050.00,18000, ,       161.00,        73.00
N,SM,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,       354.55,       347.30,       352.90,       337.15,       340.85,                  8277925.00,24250, ,       685.00,       300.00
N,SM,SAAKSHI,SAAKSHI MEDTEC N PANELS L,       195.15,       189.00,       193.90,       187.50,       192.05,                   686700.00,3600, ,       217.70,       118.00
N,ST,SABAR,SABAR FLEX INDIA LIMITED,         5.50,         5.25,         5.25,         5.25,         5.25,                    26250.00,5000, ,        10.85,         3.80
N,SM,SADHAV,SADHAV SHIPPING LIMITED,       101.90,       100.10,       101.50,        90.00,        94.75,                  1636680.00,16800, ,       140.00,        76.95
N,SM,SAFEENTP,SAFE ENTER RETAIL FIX LTD,       225.00,       227.50,       230.00,       221.50,       228.00,                  7132450.00,31500, ,       319.00,       151.00
N,SM,SAHAJSOLAR,SAHAJ SOLAR LIMITED,       142.75,       141.50,       146.00,       141.40,       145.45,                  2234960.00,15600, ,       525.00,       138.15
N,SM,SAHANA,SAHANA SYSTEM LIMITED,       889.55,       889.55,       955.00,       885.05,       931.55,                 31462668.75,33625, ,      1730.00,       685.00
N,SM,SAHASRA,SAHASRA ELECTRONIC SOLU L,       290.75,       292.00,       302.80,       286.15,       287.85,                 23700500.00,80800, ,       505.00,       227.50
N,SM,SAJHOTELS,SAJ HOTELS LIMITED,        47.50,        47.00,        47.40,        44.70,        47.20,                   824200.00,18000, ,        85.00,        44.05
N,SM,SANGANI,SANGANI HOSPITALS LIMITED,        50.50,        50.15,        50.25,        48.00,        49.90,                  3304725.00,66000, ,        77.00,        42.55
N,SM,SARTELE,SAR TELEVENTURE LIMITED,       203.45,       203.95,       207.20,       202.00,       206.15,                 11014675.00,54000, ,       302.95,       162.00
N,SM,SSEGL,SATHLOKHAR SYN E&C GLOB L,       395.65,       402.00,       413.35,       390.50,       397.45,                 13461380.00,33800, ,       580.00,       345.05
N,SM,SATIPOLY,SATI POLY PLAST LIMITED,        43.85,        46.00,        46.00,        46.00,        46.00,                   713000.00,15500, ,       180.00,        36.10
N,SM,SATTVAENGG,SATTVA ENGINEERING CSTN L,        52.45,        53.05,        54.45,        53.05,        54.45,                   341760.00,6400, ,       118.90,        47.20
N,SM,SAWALIYA,SAWALIYA FOOD PRODUCTS L,       313.55,       315.10,       315.90,       312.00,       313.00,                 14730390.00,46800, ,       326.10,       208.00
N,SM,SERVICE,SERVICE CARE LIMITED,        49.95,        48.95,        48.95,        48.95,        48.95,                    97900.00,2000, ,        73.50,        39.20
N,ST,SHANTHALA,SHANTHALA FMCG PRODUCTS L,        29.50,        28.20,        30.95,        28.05,        28.85,                   411240.00,14400, ,        46.90,        20.40
N,SM,SCML,SHARP CHUCKS N MACHINES L,       133.00,       139.00,       139.00,       134.00,       134.70,                  7546900.00,56000, ,       159.50,        68.05
N,SM,SHEEL,SHEEL BIOTECH LIMITED,        67.95,        70.00,        70.00,        70.00,        70.00,                   140000.00,2000, ,        95.55,        62.00
N,ST,SHEETAL,SHEETAL UNIVERSAL LIMITED,       211.50,       211.60,       212.00,       211.50,       211.90,                  1483100.00,7000, ,       226.75,        71.50
N,SM,SHERA,SHERA ENERGY LIMITED,       126.95,       129.50,       129.50,       120.00,       121.55,                  1241450.00,10000, ,       178.00,       111.50
N,SM,SHIGAN,SHIGAN QUANTUM TECH LTD,        72.00,        73.10,        73.10,        70.00,        70.00,                   859050.00,12000, ,        96.10,        41.20
N,SM,SPCL,SHIVALIC POWER CONTROL L,        97.20,        97.35,        97.80,        93.00,        93.00,                   857070.00,9000, ,       201.00,        71.00
N,SM,SHIVASHRIT,SHIVASHRIT FOODS LIMITED,       128.85,       134.00,       134.00,       125.15,       126.60,                  1801300.00,14000, ,       148.50,       109.00
N,SM,SHREEKARNI,SHREE KARNI FABCOM LTD,       478.55,       450.00,       450.00,       440.00,       442.00,                   532515.00,1200, ,       798.90,       396.00
N,SM,SHREEOSFM,SHREE OSFM E-MOBILITY LTD,        79.10,        79.00,        80.00,        79.00,        79.00,                   554200.00,7000, ,       145.35,        69.20
N,SM,TIRUPATI,SHREE TIRUPATI BALAJEE,       588.80,       559.40,       587.95,       559.40,       567.35,                 11059512.50,19500, ,       997.00,       452.95
N,SM,SHETHJI,SHREEJI GLOBAL FMCG LTD,       113.40,       113.50,       118.95,       112.00,       116.60,                  4807700.00,42000, ,       123.65,        95.50
N,SM,SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,       266.30,       265.00,       272.50,       263.00,       269.00,                 17336730.00,64800, ,       280.10,       126.50
N,SM,SHKSIL,SHRI HARE-KRI SPO IRON L,        46.75,        48.90,        49.00,        48.00,        48.00,                   291800.00,6000, ,        84.00,        43.00
N,SM,SHRIKANHA,SHRI KANHA STAINLESS LTD,        26.25,        27.10,        28.50,        26.70,        27.80,                   485920.00,17600, ,        88.00,        24.00
N,SM,SHRITECH,SHRI TECHTEX LIMITED,        65.00,        65.00,        65.00,        65.00,        65.00,                   130000.00,2000, ,        95.50,        51.35
N,ST,SHUBHLAXMI,SHUBHLAXMI JEWEL ART LTD,        31.50,        31.50,        31.50,        31.50,        31.50,                    63000.00,2000, ,        40.00,        13.35
N,SM,SHUBHSHREE,SHUBHSHREE BIOFUELS ENE L,       320.00,       340.00,       380.00,       340.00,       368.00,                   547200.00,1500, ,       494.95,       268.70
N,SM,SHYAMDHANI,SHYAM DHANI INDUSTRIES L,        82.50,        81.00,        82.95,        81.00,        81.10,                  2453900.00,30000, ,       139.65,        77.45
N,SM,SIDDHICOTS,SIDDHI COTSPIN LIMITED,        30.70,        30.90,        31.35,        30.30,        30.95,                   627960.00,20400, ,        86.40,        27.15
N,SM,SIDDHIKA,SIDDHIKA COATINGS LIMITED,       196.70,       196.70,       196.70,       196.70,       196.70,                   196700.00,1000, ,       243.00,       154.05
N,SM,SILKFLEX,SILKFLEX POLYMERS INDIA L,       106.20,       111.50,       111.50,       111.50,       111.50,                   223000.00,2000, ,       112.10,        50.65
N,SM,SKP,SKP BEARING INDUSTRI. LTD,       174.10,       184.90,       184.90,       182.50,       182.50,                   183700.00,1000, ,       263.00,       150.00
N,SM,SLONE,SLONE INFOSYSTEMS LIMITED,       214.00,       210.00,       220.00,       210.00,       220.00,                   775880.00,3600, ,       371.45,       210.00
N,SM,SMARTEN,SMARTEN POWER SYSTEMS LTD,        60.05,        58.05,        59.95,        55.50,        59.10,                  2826660.00,49200, ,       157.95,        55.50
N,SM,SNEHAA,SNEHAA ORGANICS LIMITED,        47.25,        47.25,        49.00,        47.25,        48.50,                   193250.00,4000, ,       122.00,        39.35
N,SM,BALCO,SOLVE PLASTIC PRODUCTS L,        24.30,        24.30,        24.30,        24.30,        24.30,                    29160.00,1200, ,        43.00,        23.15
N,SM,SONAMAC,SONA MACHINERY LIMITED,        39.40,        39.50,        39.50,        38.20,        38.20,                   193700.00,5000, ,       118.00,        36.20
N,SM,SPRL,SP REFRACTORIES LIMITED,       115.50,       121.25,       121.25,       121.25,       121.25,                    97000.00,800, ,       199.40,       104.55
N,SM,SPEB,SPEB ADHESIVES LIMITED,        55.80,        55.80,        55.80,        55.80,        55.80,                   223200.00,4000, ,        60.00,        46.55
N,SM,SPECTSTM,SPECTRUM TALENT MGMT LTD,        95.00,        95.00,       102.00,        93.00,        95.50,                  1728280.00,17600, ,       172.80,        69.30
N,SM,SPPPOLY,SPP POLYMER LIMITED,        15.00,        15.00,        15.00,        14.85,        15.00,                    89700.00,6000, ,        30.00,        13.25
N,SM,SPUNWEB,SPUNWEB NONWOVEN LIMITED,       116.00,       114.00,       120.50,       114.00,       119.10,                  3266280.00,27600, ,       173.55,       105.55
N,SM,SSFL,SRIVARI SPICES N FOODS L,        89.70,        97.00,       103.90,        94.00,       101.95,                  2969175.00,30000, ,       216.00,        86.00
N,SM,SRIVASAVI,SRIVASAVI ADHESIVE TAPE L,        45.05,        45.05,        46.95,        44.10,        46.95,                   318750.00,7000, ,        88.90,        39.00
N,SM,STUDIOLSD,STUDIO LSD LIMITED,        11.00,        10.50,        10.85,        10.15,        10.50,                   521300.00,50000, ,        43.20,        10.15
N,SM,SUBAHOTELS,SUBA HOTELS LIMITED,       118.70,       122.00,       122.00,       116.45,       120.65,                  2016300.00,16800, ,       200.00,       104.00
N,SM,SOCL,SUNDREX OIL COMPANY LTD,        28.65,        28.60,        28.75,        27.25,        27.25,                   797760.00,28800, ,        68.80,        27.25
N,SM,SEL,SUNGARNER ENERGIES LTD,       200.00,       200.00,       200.00,       200.00,       200.00,                    40000.00,200, ,       480.00,       181.10
N,ST,SUNLITE,SUNLITE RECYCLING IND LTD,       379.95,       369.05,       379.95,       367.00,       372.95,                  3123510.00,8400, ,       415.50,        91.00
N,SM,SUNTECH,SUNTECH INFRA SOLUTIONS L,        40.65,        41.05,        41.05,        38.30,        38.30,                   847760.00,20800, ,       110.00,        32.20
N,SM,SFML,SUPREME FACILITY MGMT LTD,        27.10,        26.70,        27.75,        26.70,        27.75,                   258240.00,9600, ,        48.80,        26.00
N,SM,SUPREMEPWR,SUPREME POWER EQUIPMENT L,       178.00,       180.50,       180.50,       176.25,       179.00,                  1785525.00,10000, ,       240.05,       100.00
N,SM,SURANI,SURANI STEEL TUBES LTD.,        59.90,        60.00,        60.00,        60.00,        60.00,                    96000.00,1600, ,       183.00,        47.50
N,ST,SWARAJ,SWARAJ SUITING LIMITED,       275.25,       277.00,       278.00,       273.95,       276.95,                  6077775.00,22000, ,       287.45,       138.50
N,SM,SWASTIK,SWASTIK PIPE LIMITED,        21.00,        21.95,        21.95,        19.25,        20.25,                   244500.00,12000, ,        52.95,        18.90
N,SM,SYNOPTICS,SYNOPTICS TECHNOLOGIES L,        51.20,        53.75,        53.75,        53.75,        53.75,                    32250.00,600, ,       125.00,        45.90
N,ST,SYSTANGO,SYSTANGO TECHNOLOGIES LTD,       287.70,       277.05,       288.45,       274.00,       283.65,                  4497240.00,16000, ,       411.00,       192.25
N,SM,TAC,TAC INFOSEC LIMITED,       606.60,       587.35,       622.00,       587.35,       619.45,                 27610950.00,45400, ,      1508.00,       587.35
N,ST,TANKUP,TANKUP ENGINEERS LIMITED,       515.75,       491.05,       541.50,       490.00,       541.50,                  2651600.00,5250, ,       817.60,       152.55
N,SM,TAURIAN,TAURIAN MPS LIMITED,       241.10,       239.20,       239.20,       222.10,       223.75,                 13383760.00,59200, ,       425.00,       193.90
N,SM,TBI,TBI CORN LIMITED,        71.50,        71.00,        72.45,        70.55,        72.10,                   772260.00,10800, ,       171.95,        70.00
N,SM,TECHD,TECHD CYBERSECURITY LTD,       497.55,       502.55,       502.55,       485.00,       494.25,                  5041920.00,10200, ,       843.60,       366.70
N,SM,TECHERA,TECHERA ENGINEER (IND) L,       218.85,       220.00,       225.50,       214.00,       223.00,                  3158080.00,14400, ,       325.70,       115.60
N,ST,TGL,TEERTH GOPICON LIMITED,        50.20,        47.75,        49.90,        47.70,        47.80,                  2390470.00,50000, ,       444.00,        38.50
N,SM,TEJASCARGO,TEJAS CARGO INDIA LIMITED,       305.55,       305.55,       305.55,       305.55,       305.55,                   366660.00,1200, ,       363.60,       141.05
N,SM,TCL,THAAI CASTING LIMITED,        89.50,        89.75,        89.75,        85.10,        88.35,                   766240.00,8800, ,       137.00,        77.15
N,SM,TRANSTEEL,TRANSTEEL SEATING TECH L,       146.70,       149.70,       149.70,       142.35,       144.45,                  6973850.00,48000, ,       167.95,        85.00
N,ST,TRANSWIND,TRANSWIND INFRA LIMITED,        25.50,        24.25,        24.25,        24.25,        24.25,                    97000.00,4000, ,        25.50,        12.70
N,SM,TECHLABS,TRIDENT TECHLABS LIMITED,       212.30,       201.70,       214.60,       201.70,       202.55,                 22515025.00,110875, ,      1226.00,       201.70
N,SM,TRIDHYA,TRIDHYA TECH LIMITED,        13.60,        13.30,        13.30,        12.75,        13.05,                   157050.00,12000, ,        34.80,        12.75
N,SM,TROM,TROM INDUSTRIES LIMITED,        59.90,        58.20,        58.45,        58.20,        58.45,                   244590.00,4200, ,       221.75,        51.30
N,SM,TRUST,TRUST FINTECH LIMITED,        43.00,        41.05,        44.50,        41.05,        44.50,                   306870.00,7200, ,       110.00,        38.00
N,SM,TSC,TSC INDIA LIMITED,        36.75,        35.30,        35.30,        35.00,        35.10,                   491300.00,14000, ,        79.30,        34.00
N,SM,TUNWAL,TUNWAL E-MOTORS LIMITED,        29.20,        29.00,        29.00,        28.65,        28.95,                  1909200.00,66000, ,        49.80,        27.05
N,SM,UMA,UMA CONVERTER LIMITED,        19.45,        18.35,        18.60,        18.30,        18.30,                  1260400.00,68000, ,        32.85,        18.15
N,ST,UNIHEALTH,UNIHEALTH HOSPITALS LTD,       292.25,       292.25,       297.00,       292.25,       297.00,                   589250.00,2000, ,       390.60,       120.00
N,SM,UHTL,UNITED HEAT TRANSFER LTD,        48.00,        48.00,        48.00,        46.00,        46.00,                   188000.00,4000, ,        98.00,        46.00
N,SM,URBAN,URBAN ENVIRO WASTE MGMT L,       141.00,       139.50,       141.00,       139.50,       140.00,                   562000.00,4000, ,       590.00,       134.30
N,SM,USHAFIN,USHA FINANCIAL SERVICES L,        29.20,        29.30,        29.50,        29.00,        29.05,                   233680.00,8000, ,       117.90,        26.75
N,SM,UCL,USHANTI COLOUR CHEM LTD,        60.00,        55.00,        55.00,        52.55,        52.55,                   325100.00,6000, ,        67.10,        38.00
N,SM,UTSSAV,UTSSAV CZ GOLD JEWELS LTD,       211.45,       212.00,       214.45,       210.15,       211.65,                  1651140.00,7800, ,       281.00,       145.05
N,SM,VMARCIND,V MARC INDIA LIMITED,       614.85,       628.40,       629.90,       590.00,       594.45,                  8153162.50,13500, ,       805.00,       200.30
N,SM,VR,V R INFRASPACE LIMITED,       154.65,       153.00,       153.00,       153.00,       153.00,                    61200.00,400, ,       299.00,       138.00
N,SM,VLINFRA,V.L.INFRAPROJECTS LIMITED,        27.50,        29.95,        29.95,        26.05,        27.90,                   246750.00,9000, ,        63.45,        22.15
N,SM,DENTALKART,VASA DENTICITY LIMITED,       592.85,       590.00,       597.95,       560.00,       568.40,                  6334712.50,11000, ,       704.00,       533.00
N,SM,VDEAL,VDEAL SYSTEM LIMITED,       171.00,       165.00,       165.00,       165.00,       165.00,                    99000.00,600, ,       260.00,       100.25
N,SM,VEEKAYEM,VEEKAYEM FASH & APP LTD,        93.45,        98.10,        98.10,        98.10,        98.10,                    49050.00,500, ,       318.00,        79.80
N,SM,VERTEXPLUS,VERTEXPLUS TECHNOLOGIES L,        91.00,        86.45,        90.00,        86.45,        90.00,                   105870.00,1200, ,       149.80,        73.40
N,SM,VIAZ,VIAZ TYRES LIMITED,        65.00,        67.90,        67.90,        67.90,        67.90,                   135800.00,2000, ,        99.55,        49.30
N,SM,VICTORYEV,VICTORY ELEC VEHICL INT L,        21.95,        21.80,        22.00,        21.20,        21.80,                  1352250.00,63000, ,        34.45,        19.00
N,SM,VIGOR,VIGOR PLAST INDIA LIMITED,        59.70,        60.00,        60.00,        60.00,        60.00,                   192000.00,3200, ,        98.00,        57.50
N,SM,VIJAYPD,VIJAYPD CEUTICAL LIMITED,        56.05,        56.05,        65.00,        54.65,        63.30,                 14382600.00,240000, ,        65.00,        35.00
N,SM,VILAS,VILAS TRANSCORE LIMITED,       330.05,       335.00,       337.95,       328.85,       330.45,                  5812200.00,17500, ,       673.70,       291.00
N,SM,VINSYS,VINSYS IT SERVICES IND LT,       309.85,       317.10,       326.85,       317.05,       326.85,                  1280712.50,4000, ,       475.00,       300.00
N,SM,VINYAS,VINYAS INNOVATIVE TECH L,      1055.65,      1050.05,      1070.00,      1040.00,      1050.00,                 60315870.00,57400, ,      1440.00,       575.80
N,SM,VGINFOTECH,VIRTUAL GALAXY INFOTECH L,       139.55,       137.05,       143.90,       137.05,       140.10,                  4654750.00,33000, ,       208.00,       122.00
N,ST,VISAMAN,VISAMAN GLOBAL SALES LTD,       129.80,       132.50,       132.50,       123.35,       132.00,                  1875850.00,15000, ,       145.00,        34.00
N,SM,VISHNUINFR,VISHNUSURYA PROJ N INFR L,       182.40,       182.10,       182.10,       177.05,       178.15,                  1602875.00,9000, ,       279.95,       145.00
N,ST,VIESL,VISION INFRA EQUIP SOL L,       232.00,       231.50,       231.50,       231.50,       231.50,                   185200.00,800, ,       307.90,       111.95
N,SM,VITAL,VITAL CHEMTECH LIMITED,        50.60,        51.10,        51.55,        51.10,        51.55,                   123180.00,2400, ,        77.00,        48.10
N,SM,VIVIANA,VIVIANA POWER TECH LTD,       787.25,       787.00,       859.00,       751.00,       815.25,                 16112010.00,19800, ,      1860.00,       565.00
N,SM,VOLERCAR,VOLER CAR LIMITED,       233.15,       233.00,       233.15,       233.00,       233.15,                 11184240.00,48000, ,       255.00,        77.40
N,SM,WINSOL,WINSOL ENGINEERS LIMITED,       129.50,       127.10,       129.00,       127.05,       128.95,                   255660.00,2000, ,       272.00,       124.80
N,SM,WTICAB,WISE TRAVEL INDIA LIMITED,       118.35,       121.90,       123.40,       121.90,       123.40,                   244800.00,2000, ,       204.00,       113.00
N,ST,WOL3D,WOL 3D INDIA LIMITED,       139.25,       143.00,       143.00,       133.30,       139.00,                  1097050.00,8000, ,       209.95,        97.00
N,SM,WOMANCART,WOMANCART LIMITED,       186.90,       185.00,       186.85,       175.00,       176.00,                  4931880.00,27600, ,       364.00,       171.10
N,SM,YASHOPTICS,YASH OPTICS & LENS LTD,       117.00,       117.00,       117.50,       117.00,       117.50,                   281200.00,2400, ,       153.50,        72.60
N,SM,YUDIZ,YUDIZ SOLUTIONS LIMITED,        34.70,        36.40,        36.40,        35.80,        35.80,                   493400.00,13600, ,        58.10,        24.65
N,SM,ZTECH,Z-TECH (INDIA) LIMITED,       564.95,       564.95,       571.00,       555.05,       565.10,                 11300475.00,20100, ,       701.00,       460.00
N,SM,ZENITHDRUG,ZENITH DRUGS LIMITED,        49.05,        47.50,        49.00,        47.50,        49.00,                   233840.00,4800, ,       107.00,        45.00
